tid,1,2,4,6,8
28,0.384228132635,0.655070620153,1.07437712568,1.60048238921,1.43665130411
69,0.317705532616,0.504795941015,0.835886676214,1.25351650379,1.24828178522
96,0.302789127411,0.554556886951,0.950555305368,1.33072186929,1.66337138123
97,0.38541248518,0.645035384961,1.08472604537,1.30235389633,1.6062425915
451,0.38333603048,0.663589123351,1.13220245456,1.53890249149,1.7482629362
464,0.357353635357,0.656429250709,1.21059234899,1.40800627817,1.78153893355
476,0.356085772885,0.548948569476,0.908911804411,1.10852445253,1.41349676952
477,0.187881889135,0.344276004333,0.618033761892,0.885226769195,1.02903413739
479,0.333643154899,0.602368574264,1.0778626707,1.54407409278,1.79521938953
481,0.37736935956,0.662147240864,1.12254230068,1.4372856914,1.63874975481
483,0.460824171295,0.657528092932,1.13313880895,1.47181355446,1.46662950532
501,0.36894421962,0.60942565133,0.874793937877,0.777866277102,1.12690021807
505,0.239819536185,0.416200220788,0.715798998559,0.935611409949,1.20534002234
548,0.411220952526,0.689495009886,1.09117590321,1.63393196767,1.4943833208
550,0.327646564851,0.563106993941,1.01050119872,1.19714109278,1.44944378524
658,0.352683299842,0.611760093331,1.10755341092,1.25481926301,1.59349678179
662,0.276177895477,0.434133769529,0.750031516008,0.85701314782,1.06730484766
691,0.390413917713,0.673349556746,1.12367127971,1.51014442542,1.94153056239
724,0.32019495494,0.550245988028,0.902353607934,1.21675743941,1.29562586532
727,0.28712552935,0.528587924343,0.819787522674,1.05596469475,1.2418494225
735,0.28332036837,0.494807911623,0.792511242683,1.18692728527,1.38670838806
768,0.413852010492,0.647485397457,1.17429724424,1.32133566878,1.73649876446
891,0.355733352156,0.659035778974,1.19660827935,1.77603207636,2.01881120858
940,0.317982101559,0.583986506699,1.06954778493,1.4835136944,1.77300291733
