tid,2,4,6,8
28,1.29912590877,1.93419359856,2.97009342286,2.74291263349
69,1.10236538951,1.98519670676,2.19658788861,3.25473589671
96,0.9391714009,1.83984376329,2.36548517462,2.92210988296
97,1.52976753689,2.2969482602,3.21856607822,3.02440458144
451,1.4557374458,2.78999871712,3.8720361633,3.61172610196
464,1.1345355863,2.1355063751,3.16918496423,3.17213228363
476,1.18098838118,1.64707716339,2.08143150527,2.53882043149
477,1.25459832742,1.57640066571,1.74835726882,2.13561526008
479,1.36524928293,2.02404874108,2.655606505,3.79968212834
481,1.48156854442,2.172927512,2.78207132688,3.22107911888
483,1.42192250142,1.76159965356,3.10375314864,2.73157376612
501,1.12021301516,1.96421239192,2.27991855517,1.86668401277
505,0.933457946885,1.44795094797,1.67679493731,2.31837293593
548,1.8157841062,2.60311024177,3.44791995388,2.93705595968
550,1.06242041707,1.64250388946,2.23496886751,3.21425790475
658,1.32517683663,2.07851608097,2.18578180851,2.12351496335
662,0.945105140417,1.54524649676,1.59878493141,2.49464321052
691,1.36203797518,2.03335688774,3.03100735651,3.6568135494
724,1.06516368659,1.61925172624,1.80089636532,2.35951727119
727,1.0172752074,1.37774706876,2.18087903173,2.0029875731
735,1.17737684736,1.88939320446,2.52494500414,2.18033929043
768,1.63612561781,2.64596503913,3.0832053948,4.38130789769
891,1.6019998901,2.88527774976,3.90951539696,4.90936175531
940,2.16660474297,3.30345220128,5.42756318397,3.43722410443
